image,cls,confidence,clip_score,truncated,y,margin,softmax_scaled
openimages500_balanced/0709eb8e8c2d19fa.jpg,chair,0.3277,0.2002,0.0,0,-0.03952904,0.005589229
openimages500_balanced/34f7030f1a9eb95f.jpg,toy,0.5481,0.2098,0.0,0,-0.020909369,0.101802975
openimages500_balanced/34f7030f1a9eb95f.jpg,toy,0.5311,0.1875,1.0,0,0.0042430162,0.1976605
openimages500_balanced/3a15c1f701512008.jpg,teddy bear,0.6938,0.2556,0.0,1,0.035851106,0.95346135
openimages500_balanced/3a15c1f701512008.jpg,teddy bear,0.6475,0.2406,0.0,1,0.030883715,0.9017397
openimages500_balanced/3a15c1f701512008.jpg,bed,0.4061,0.2146,1.0,0,-0.0092756,0.092747025
openimages500_balanced/5287213f5368a583.jpg,teddy bear,0.4745,0.2134,0.0,1,0.014822945,0.77902395
openimages500_balanced/5287213f5368a583.jpg,teddy bear,0.4425,0.1759,0.0,1,-0.018407688,0.067216575
openimages500_balanced/5287213f5368a583.jpg,doll,0.3876,0.1906,1.0,1,0.021577239,0.67961365
openimages500_balanced/5287213f5368a583.jpg,doll,0.3461,0.1755,0.0,1,0.02483578,0.57215965
openimages500_balanced/68d0e5c92af45633.jpg,toy,0.5373,0.2416,0.0,0,0.020799816,0.787538
openimages500_balanced/68d0e5c92af45633.jpg,toy,0.4871,0.21,0.0,0,-0.016681,0.053974185
openimages500_balanced/68d0e5c92af45633.jpg,toy,0.4583,0.2301,0.0,0,0.009007484,0.57648194
openimages500_balanced/68d0e5c92af45633.jpg,doll,0.41,0.2336,0.0,0,0.008767962,0.5801041
openimages500_balanced/68d0e5c92af45633.jpg,teddy bear,0.3459,0.2092,0.0,1,-0.009053007,0.17678231
openimages500_balanced/6aefb6531736648a.jpg,teddy bear,0.6938,0.2544,1.0,1,0.049298212,0.98572075
openimages500_balanced/6aefb6531736648a.jpg,carrot,0.378,0.1757,1.0,0,-0.05222161,0.0016944756
openimages500_balanced/6aefb6531736648a.jpg,carrot,0.3361,0.2052,1.0,0,-0.023891523,0.014271347
openimages500_balanced/6b2f8618fcd83c05.jpg,dog,0.7012,0.2189,0.0,1,0.017937556,0.70033264
openimages500_balanced/6b2f8618fcd83c05.jpg,cake,0.6974,0.2454,0.0,0,0.026410758,0.9112438
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.649,0.2109,0.0,1,-0.00050246716,0.4321664
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.6368,0.2305,0.0,1,0.0038498938,0.49883458
openimages500_balanced/6b2f8618fcd83c05.jpg,plate,0.6089,0.1793,0.0,0,-0.0595181,0.002453243
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.5891,0.2556,0.0,1,0.029892623,0.94034773
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.5827,0.2336,0.0,1,0.03690259,0.91960585
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.5748,0.2124,0.0,1,0.008505851,0.5479519
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.4975,0.1755,0.0,1,-0.036263347,0.019106831
openimages500_balanced/6b2f8618fcd83c05.jpg,bed,0.4466,0.127,1.0,0,-0.048007354,0.0022903525
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.3939,0.1696,0.0,1,-0.040756047,0.009948023
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.3664,0.2266,0.0,1,0.0050019026,0.46335328
openimages500_balanced/6b2f8618fcd83c05.jpg,toy,0.3529,0.1794,0.0,1,-0.012458935,0.06951249
openimages500_balanced/6b2f8618fcd83c05.jpg,teddy bear,0.3174,0.1976,0.0,1,-0.02436532,0.0430179
openimages500_balanced/6b2f8618fcd83c05.jpg,pillow,0.3,0.1801,1.0,0,-0.013035998,0.019441525
openimages500_balanced/7942030bae05f205.jpg,plate,0.5651,0.1963,0.0,0,-0.07417394,0.0005964645
openimages500_balanced/7942030bae05f205.jpg,teddy bear,0.44,0.2505,0.0,1,0.020041972,0.864714
openimages500_balanced/7d1dc0fae60ed7e8.jpg,couch,0.834,0.1924,0.0,0,-0.066945255,0.0011723851
openimages500_balanced/7d1dc0fae60ed7e8.jpg,teddy bear,0.7053,0.234,0.0,1,0.040202618,0.95805633
openimages500_balanced/7d1dc0fae60ed7e8.jpg,pillow,0.6593,0.3022,0.0,0,0.053175062,0.9926345
openimages500_balanced/7d1dc0fae60ed7e8.jpg,pillow,0.583,0.2937,0.0,0,0.02184704,0.8808237
openimages500_balanced/7e838bcfab6fd1fb.jpg,teddy bear,0.7668,0.2207,1.0,1,0.010082215,0.34753123
openimages500_balanced/7e838bcfab6fd1fb.jpg,teddy bear,0.7355,0.2192,1.0,1,0.01737681,0.60898143
openimages500_balanced/7e838bcfab6fd1fb.jpg,teddy bear,0.7285,0.1772,1.0,1,-0.004390031,0.14725035
openimages500_balanced/01eeeccf29b85fa0.jpg,toy,0.4807,0.1882,0.0,0,-0.04624155,0.0075709266
openimages500_balanced/01eeeccf29b85fa0.jpg,dining table,0.3877,0.1559,1.0,0,-0.081257954,0.00024795663
openimages500_balanced/022caa5e84da4026.jpg,chair,0.3528,0.2384,0.0,0,0.025531664,0.86716694
openimages500_balanced/02760ace01bd113f.jpg,toy,0.3804,0.1669,1.0,0,-0.030886084,0.012525632
openimages500_balanced/0438c2d3613680bf.jpg,carrot,0.5621,0.1943,0.0,0,-0.01296556,0.01844596
openimages500_balanced/0438c2d3613680bf.jpg,carrot,0.356,0.183,1.0,0,-0.002232194,0.048197795
openimages500_balanced/0438c2d3613680bf.jpg,carrot,0.3544,0.1769,0.0,0,-0.023568138,0.0050333994
openimages500_balanced/0438c2d3613680bf.jpg,carrot,0.3137,0.2008,0.0,0,-0.016024634,0.01127516
openimages500_balanced/0438c2d3613680bf.jpg,carrot,0.303,0.1969,0.0,0,-0.012372941,0.076945186
openimages500_balanced/047e855c8b295d93.jpg,plate,0.4469,0.1962,1.0,0,0.0025332123,0.23700328
openimages500_balanced/00b585e025287555.jpg,ball,0.7019,0.1967,0.0,0,-0.018193379,0.094961114
openimages500_balanced/00b585e025287555.jpg,ball,0.462,0.1959,0.0,0,0.002977237,0.11666876
openimages500_balanced/00bdeda311caf18d.jpg,toy,0.3395,0.1881,0.0,0,-0.014945924,0.0243849
openimages500_balanced/00bdeda311caf18d.jpg,teddy bear,0.3001,0.1843,0.0,0,-0.056628734,0.003253095
openimages500_balanced/0d80e9ef29a2fffe.jpg,ball,0.5434,0.2056,1.0,0,-0.031527266,0.03323248
openimages500_balanced/0d80e9ef29a2fffe.jpg,ball,0.5412,0.1918,0.0,0,-0.07178673,0.0007600612
openimages500_balanced/0d80e9ef29a2fffe.jpg,ball,0.532,0.223,0.0,0,-0.032975256,0.027752556
openimages500_balanced/0d80e9ef29a2fffe.jpg,ball,0.5186,0.2373,0.0,0,-0.042740464,0.0135437725
openimages500_balanced/0da036e3b54d7edd.jpg,ball,0.733,0.212,0.0,0,-0.037203476,0.02351536
openimages500_balanced/131bd083b0a68588.jpg,chair,0.5611,0.2361,0.0,0,0.028063148,0.57841015
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3794,0.2001,1.0,0,-0.05021414,0.0064500435
openimages500_balanced/131bd083b0a68588.jpg,ball,0.331,0.2399,0.0,0,-0.011267364,0.24232942
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3297,0.2228,0.0,0,-0.051029608,0.006017632
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3201,0.2397,0.0,0,-0.031912923,0.039344206
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3146,0.2405,0.0,0,-0.035903886,0.026788758
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3142,0.2585,0.0,0,-0.023306787,0.08835417
openimages500_balanced/131bd083b0a68588.jpg,ball,0.31,0.2563,0.0,0,-0.028580725,0.05357018
openimages500_balanced/131bd083b0a68588.jpg,ball,0.3098,0.2452,0.0,0,-0.033060476,0.03517789
openimages500_balanced/131bd083b0a68588.jpg,ball,0.301,0.2195,1.0,0,-0.02644816,0.06499563
openimages500_balanced/1a3e5ded7c79131c.jpg,tv,0.6603,0.2729,0.0,0,0.04599613,0.9812355
openimages500_balanced/1a3e5ded7c79131c.jpg,ball,0.5725,0.2625,1.0,1,0.011778176,0.72837603
openimages500_balanced/1a3e5ded7c79131c.jpg,ball,0.5684,0.2571,1.0,1,0.0153873265,0.75043696
openimages500_balanced/1a3e5ded7c79131c.jpg,chair,0.4127,0.2007,1.0,0,-0.044903934,0.00888396
openimages500_balanced/1a3e5ded7c79131c.jpg,handbag,0.3476,0.2389,0.0,0,-0.0015539378,0.4443332
openimages500_balanced/1d023ca5ecaec0fb.jpg,ball,0.7366,0.2084,0.0,0,-0.039237157,0.019284746
openimages500_balanced/1d023ca5ecaec0fb.jpg,carrot,0.4109,0.1862,0.0,0,-0.02239059,0.012062573
openimages500_balanced/1d3758d3b3a95d62.jpg,ball,0.4443,0.2537,1.0,0,0.0007659495,0.47555426
openimages500_balanced/1d3758d3b3a95d62.jpg,ball,0.3581,0.2346,0.0,0,-0.03515421,0.028311513
openimages500_balanced/1d3758d3b3a95d62.jpg,ball,0.3471,0.2098,0.0,0,-0.052305073,0.0053124335
openimages500_balanced/1d3758d3b3a95d62.jpg,ball,0.3074,0.2454,0.0,0,0.013720632,0.5907443
openimages500_balanced/1d3758d3b3a95d62.jpg,ball,0.3047,0.2446,0.0,0,0.019782811,0.7684878
openimages500_balanced/1e0d86c934e6e670.jpg,ball,0.3239,0.1954,0.0,0,-0.06548953,0.001417649
openimages500_balanced/24823e4fc31994e2.jpg,potted plant,0.6169,0.2129,0.0,0,-0.006009996,0.1659621
openimages500_balanced/24823e4fc31994e2.jpg,ball,0.3725,0.1779,0.0,0,-0.038386345,0.020211026
openimages500_balanced/24823e4fc31994e2.jpg,ball,0.3151,0.2041,0.0,0,-0.0666796,0.0012627287
openimages500_balanced/0f8c04a91af8c42a.jpg,pillow,0.4953,0.2072,0.0,1,0.052973405,0.990811
openimages500_balanced/17e05469444c8e0a.jpg,bed,0.6328,0.2333,1.0,1,0.054222345,0.99296725
openimages500_balanced/17e05469444c8e0a.jpg,pillow,0.5911,0.1809,0.0,1,-0.048473686,0.004083219
openimages500_balanced/17e05469444c8e0a.jpg,pillow,0.5848,0.2042,0.0,1,-0.029984638,0.0117301475
openimages500_balanced/17e05469444c8e0a.jpg,pillow,0.5761,0.2925,0.0,1,0.032912046,0.9549095
openimages500_balanced/17e05469444c8e0a.jpg,pillow,0.5015,0.2255,0.0,1,-0.0027805269,0.118551455
openimages500_balanced/18c8303c966a5ac6.jpg,pillow,0.6275,0.2452,1.0,1,0.044411182,0.9860387
openimages500_balanced/18c8303c966a5ac6.jpg,pillow,0.6178,0.2554,1.0,1,0.050913185,0.9918487
openimages500_balanced/18c8303c966a5ac6.jpg,pillow,0.5677,0.2291,0.0,1,0.020869821,0.8429133
openimages500_balanced/18c8303c966a5ac6.jpg,bed,0.5575,0.2444,1.0,1,-0.015775815,0.16076402
openimages500_balanced/18ced18aee04c48e.jpg,pillow,0.5359,0.2888,0.0,0,0.04562539,0.985185
openimages500_balanced/18ced18aee04c48e.jpg,pillow,0.4837,0.189,0.0,0,-0.024064258,0.05683498
openimages500_balanced/18ced18aee04c48e.jpg,bird,0.4564,0.2124,0.0,0,0.0092161,0.42047712
openimages500_balanced/18ced18aee04c48e.jpg,pillow,0.4522,0.2469,0.0,0,0.017417163,0.5290812
openimages500_balanced/18ced18aee04c48e.jpg,bed,0.4069,0.1885,1.0,1,-0.027024418,0.036800105
openimages500_balanced/18ced18aee04c48e.jpg,pillow,0.3895,0.2211,0.0,0,0.0019531995,0.082992435
openimages500_balanced/18ced18aee04c48e.jpg,bird,0.3634,0.2092,0.0,0,0.013741463,0.33006626
openimages500_balanced/1d5bb9d9a8a49e84.jpg,chair,0.7624,0.2864,1.0,1,0.05454108,0.9900691
openimages500_balanced/1d5bb9d9a8a49e84.jpg,pillow,0.6866,0.2656,0.0,1,0.024268031,0.79778373
openimages500_balanced/1d5bb9d9a8a49e84.jpg,pillow,0.6316,0.2255,0.0,1,0.0014545918,0.41726157
openimages500_balanced/1d5bb9d9a8a49e84.jpg,book,0.5215,0.2493,0.0,0,0.020558238,0.80095965
openimages500_balanced/1d5bb9d9a8a49e84.jpg,bed,0.4192,0.2446,1.0,1,0.03609374,0.9157816
openimages500_balanced/1d5bb9d9a8a49e84.jpg,backpack,0.407,0.2091,0.0,0,-0.00985688,0.08637911
openimages500_balanced/1d5bb9d9a8a49e84.jpg,cell phone,0.3985,0.1669,0.0,0,-0.038844243,0.002839393
openimages500_balanced/1d5bb9d9a8a49e84.jpg,backpack,0.3979,0.2354,0.0,0,-0.011920169,0.11969833
openimages500_balanced/1d5bb9d9a8a49e84.jpg,book,0.374,0.2058,0.0,0,-0.0010286272,0.2641649
openimages500_balanced/1d5bb9d9a8a49e84.jpg,remote,0.3026,0.1936,0.0,0,-0.047396913,0.007378629
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.7194,0.2357,0.0,0,0.055511624,0.99439245
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.7136,0.2281,0.0,0,0.05084899,0.99047124
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.7023,0.234,0.0,0,0.058444396,0.99554247
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.7002,0.2327,0.0,0,0.05140087,0.9885678
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.6893,0.2194,0.0,0,0.05548966,0.9911628
openimages500_balanced/1f0f80903d2a46f8.jpg,pillow,0.669,0.2369,0.0,0,0.035760567,0.96748805
openimages500_balanced/1fd97b32298d03ae.jpg,chair,0.6931,0.241,0.0,1,0.024615958,0.8808461
openimages500_balanced/1fd97b32298d03ae.jpg,pillow,0.6914,0.2668,0.0,1,0.04725626,0.98288834
openimages500_balanced/28c9331905cb8c5b.jpg,pillow,0.6682,0.2517,0.0,1,0.049820915,0.987987
openimages500_balanced/28c9331905cb8c5b.jpg,pillow,0.6499,0.2622,0.0,1,0.03405249,0.943319
openimages500_balanced/28c9331905cb8c5b.jpg,pillow,0.6367,0.2529,0.0,1,0.030564249,0.93138576
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.4929,0.2321,0.0,1,0.049327776,0.96971333
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.4537,0.2272,1.0,1,0.030932441,0.65812594
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.4508,0.2354,0.0,1,0.02410607,0.7882941
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3664,0.174,0.0,0,-0.029558688,0.009249187
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.3655,0.1848,0.0,1,-0.022730932,0.02296258
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3518,0.187,0.0,0,0.01003781,0.6766995
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.3444,0.1801,0.0,1,-0.016698971,0.054184347
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3396,0.2158,0.0,0,0.0046377927,0.30501652
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3264,0.2103,0.0,0,0.01686202,0.46538833
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3259,0.1909,1.0,0,0.0002655238,0.09896626
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3217,0.214,0.0,0,-0.010149404,0.14938529
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.317,0.1957,0.0,1,-0.0022452474,0.19950712
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3144,0.1865,0.0,0,-0.039073527,0.0047437064
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3079,0.1724,0.0,0,-0.016664013,0.01144164
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.3063,0.2267,0.0,0,0.031380594,0.91300166
openimages500_balanced/28c9331905cb8c5b.jpg,book,0.306,0.2045,0.0,0,-0.01235944,0.05430493
openimages500_balanced/28c9331905cb8c5b.jpg,toy,0.3021,0.2343,0.0,1,0.019270599,0.6374311
openimages500_balanced/29614732b9d68b94.jpg,pillow,0.5963,0.17,1.0,1,-0.0032438338,0.13164282
openimages500_balanced/29614732b9d68b94.jpg,teddy bear,0.5702,0.1785,0.0,0,-0.010685861,0.0638293
openimages500_balanced/29614732b9d68b94.jpg,teddy bear,0.564,0.1805,0.0,0,-0.009658307,0.064215384
openimages500_balanced/29614732b9d68b94.jpg,teddy bear,0.5572,0.1993,0.0,0,-0.0053316057,0.08042901
openimages500_balanced/29614732b9d68b94.jpg,teddy bear,0.5496,0.2426,1.0,0,0.037613183,0.91342926
openimages500_balanced/29614732b9d68b94.jpg,teddy bear,0.5495,0.1772,0.0,0,-0.016499743,0.039196637
openimages500_balanced/2ed000d799794d71.jpg,bed,0.7324,0.2119,1.0,1,-0.02194035,0.02969632
openimages500_balanced/2ed000d799794d71.jpg,bottle,0.6892,0.2556,0.0,0,0.044664472,0.9390306
openimages500_balanced/2ed000d799794d71.jpg,cat,0.6207,0.2375,0.0,1,0.0051194727,0.46582446
openimages500_balanced/2ed000d799794d71.jpg,pillow,0.5303,0.2325,1.0,1,-0.0048134625,0.2184305
openimages500_balanced/2ed000d799794d71.jpg,cat,0.5103,0.2318,0.0,1,0.004439637,0.19573322
openimages500_balanced/182c1f2bfa4b4280.jpg,mug,0.7485,0.251,0.0,1,0.057680592,0.9825884
openimages500_balanced/182c1f2bfa4b4280.jpg,bowl,0.3733,0.2045,1.0,0,-0.009365454,0.031835128
openimages500_balanced/182c1f2bfa4b4280.jpg,bowl,0.3261,0.2021,1.0,0,-0.016254231,0.024956327
openimages500_balanced/18c116997ddb662b.jpg,mug,0.6032,0.2454,0.0,1,0.029832289,0.8602486
openimages500_balanced/18c116997ddb662b.jpg,cat,0.3644,0.1833,0.0,0,-0.013243601,0.03553782
openimages500_balanced/18c116997ddb662b.jpg,chair,0.3623,0.2134,0.0,0,-0.0110171735,0.05677805
openimages500_balanced/1d7929b66a611ea8.jpg,mug,0.5934,0.2161,1.0,1,-0.017389163,0.034790907
openimages500_balanced/1d7929b66a611ea8.jpg,mug,0.4267,0.2177,1.0,1,0.02385372,0.7461144
openimages500_balanced/1e6104d5518cb3f9.jpg,mug,0.7966,0.1902,0.0,1,0.0417275,0.92479885
openimages500_balanced/1e6104d5518cb3f9.jpg,spoon,0.7718,0.2448,1.0,1,0.002039522,0.3434841
openimages500_balanced/1e6104d5518cb3f9.jpg,plate,0.6424,0.1431,1.0,0,-0.043436557,0.005621413
openimages500_balanced/34aebaebe39bfaf0.jpg,mug,0.7939,0.2429,0.0,1,0.07352188,0.9956921
openimages500_balanced/42894a81eca95732.jpg,mug,0.772,0.2551,0.0,1,0.059591874,0.9893863
openimages500_balanced/42894a81eca95732.jpg,dining table,0.3074,0.1479,1.0,0,-0.100012064,4.4831624e-05
openimages500_balanced/460475ca9d34e13e.jpg,mug,0.5853,0.2416,0.0,1,0.031171143,0.8796342
openimages500_balanced/460475ca9d34e13e.jpg,mug,0.5212,0.2349,0.0,1,-0.0061561465,0.24074
openimages500_balanced/4756eb5d588de749.jpg,mug,0.7347,0.2717,0.0,1,0.040589392,0.94956124
openimages500_balanced/4a987796c9c03037.jpg,mug,0.505,0.2563,0.0,0,0.009944499,0.64669496
openimages500_balanced/4a987796c9c03037.jpg,mug,0.4614,0.2324,0.0,0,-0.021070033,0.047616668
openimages500_balanced/4a987796c9c03037.jpg,vase,0.438,0.2361,1.0,0,-0.0010949075,0.40993804
openimages500_balanced/4a987796c9c03037.jpg,vase,0.4288,0.2062,1.0,0,-0.00840722,0.050036628
openimages500_balanced/4a987796c9c03037.jpg,vase,0.427,0.244,0.0,0,-0.0019124746,0.41281798
openimages500_balanced/4a987796c9c03037.jpg,vase,0.4131,0.269,0.0,0,0.030775458,0.8813386
openimages500_balanced/4a987796c9c03037.jpg,vase,0.413,0.2517,0.0,0,-0.0024794638,0.395224
openimages500_balanced/4a987796c9c03037.jpg,vase,0.4125,0.2435,0.0,0,0.009345248,0.56845546
openimages500_balanced/4a987796c9c03037.jpg,vase,0.4044,0.2114,1.0,0,-0.020885974,0.053442422
openimages500_balanced/4a987796c9c03037.jpg,vase,0.4032,0.2094,0.0,0,0.0011107773,0.13432878
openimages500_balanced/4a987796c9c03037.jpg,mug,0.3986,0.2255,0.0,0,-0.026963025,0.048423026
openimages500_balanced/4a987796c9c03037.jpg,vase,0.3871,0.2107,0.0,0,-0.024131596,0.04831911
openimages500_balanced/4a987796c9c03037.jpg,vase,0.3674,0.2395,0.0,0,0.016355753,0.46296805
openimages500_balanced/4a987796c9c03037.jpg,vase,0.3567,0.2551,0.0,0,0.010509267,0.60049
openimages500_balanced/52072b5c865a4f30.jpg,mug,0.7021,0.2191,0.0,1,0.041020274,0.9673573
