image,cls,confidence,clip_score,truncated,y,margin,softmax_scaled
coco500/000000000632.jpg,book,0.3012,0.261,0.0,1,0.047383875,0.93457264
coco500/000000000724.jpg,truck,0.3953,0.1907,0.0,1,-0.043362036,0.006404921
coco500/000000000724.jpg,bench,0.3932,0.235,0.0,0,0.01705812,0.40402898
coco500/000000000724.jpg,truck,0.3596,0.2032,0.0,1,-0.0008880943,0.130766
coco500/000000000776.jpg,teddy bear,0.5759,0.2537,1.0,1,0.078691944,0.996618
coco500/000000000776.jpg,teddy bear,0.5578,0.2333,1.0,1,0.0569261,0.9851732
coco500/000000000776.jpg,teddy bear,0.41,0.2534,1.0,1,0.051338002,0.9771945
coco500/000000000785.jpg,person,0.7656,0.1744,0.0,1,0.013717562,0.36582208
coco500/000000000802.jpg,refrigerator,0.8067,0.2703,0.0,1,0.032681614,0.9559713
coco500/000000000802.jpg,oven,0.5228,0.2729,0.0,1,0.007800281,0.6063352
coco500/000000000872.jpg,sports ball,0.4622,0.1949,0.0,1,-0.0016362965,0.051058028
coco500/000000000872.jpg,person,0.4582,0.1722,0.0,1,-0.026633292,0.057125922
coco500/000000000872.jpg,person,0.3865,0.1887,0.0,1,-0.01984413,0.09467497
coco500/000000000885.jpg,person,0.8522,0.1654,0.0,1,-0.020655796,0.07375285
coco500/000000000885.jpg,person,0.8371,0.2135,1.0,1,0.004707888,0.173815
coco500/000000000885.jpg,person,0.8008,0.1538,0.0,1,-0.019293696,0.10027916
coco500/000000000885.jpg,person,0.5367,0.182,1.0,1,-0.0019280761,0.048476487
coco500/000000000885.jpg,person,0.5366,0.1727,1.0,1,-0.0069328994,0.030057231
coco500/000000000885.jpg,person,0.5179,0.1837,1.0,1,-0.011196867,0.022246482
coco500/000000000885.jpg,person,0.5079,0.1827,1.0,1,-0.006645426,0.035135064
coco500/000000000885.jpg,person,0.4475,0.1754,1.0,1,0.00052051246,0.082413055
coco500/000000000885.jpg,sports ball,0.4248,0.202,0.0,0,-0.0043877065,0.085535534
coco500/000000000885.jpg,person,0.4033,0.1884,1.0,1,-0.01656507,0.013921044
coco500/000000000885.jpg,person,0.3209,0.1857,1.0,1,-0.015812099,0.017667603
coco500/000000000885.jpg,chair,0.3021,0.1978,1.0,0,-0.020937383,0.016441386
coco500/000000001000.jpg,person,0.8039,0.2018,0.0,1,0.016106546,0.42949206
coco500/000000001000.jpg,person,0.8005,0.1825,1.0,1,-0.006496489,0.13659842
coco500/000000001000.jpg,person,0.7918,0.1859,1.0,1,-0.022668764,0.058791287
coco500/000000001000.jpg,person,0.7718,0.2037,0.0,1,-0.01410304,0.118717186
coco500/000000001000.jpg,person,0.7684,0.1958,0.0,1,0.0023989528,0.21622539
coco500/000000001000.jpg,person,0.7603,0.2002,0.0,1,0.021067739,0.36652255
coco500/000000001000.jpg,person,0.7546,0.1785,0.0,1,-0.005242169,0.115466855
coco500/000000001000.jpg,person,0.6906,0.1882,1.0,1,0.005912766,0.1826877
coco500/000000001000.jpg,person,0.6795,0.1888,0.0,1,-0.027729392,0.041401133
coco500/000000001000.jpg,person,0.5373,0.1783,0.0,1,0.0104094595,0.26226553
coco500/000000001000.jpg,person,0.4236,0.2028,0.0,1,0.012487426,0.3879594
coco500/000000001000.jpg,person,0.3911,0.1874,0.0,1,0.013218284,0.3003416
coco500/000000001000.jpg,person,0.3862,0.198,0.0,1,0.0016750544,0.22104211
coco500/000000001000.jpg,handbag,0.3535,0.2351,0.0,1,-0.016157568,0.15654774
coco500/000000001000.jpg,handbag,0.3202,0.2247,0.0,1,-0.015797421,0.10508448
coco500/000000001000.jpg,handbag,0.3069,0.2053,0.0,1,-0.012050897,0.113152996
coco500/000000001268.jpg,person,0.8984,0.2069,0.0,1,0.009239316,0.3526726
coco500/000000001268.jpg,person,0.8785,0.2075,1.0,1,-0.027652457,0.045127336
coco500/000000001268.jpg,person,0.8549,0.2006,0.0,1,-0.002046153,0.09990578
coco500/000000001268.jpg,bird,0.8202,0.2277,0.0,1,0.036520317,0.8438112
coco500/000000001268.jpg,person,0.81,0.2155,1.0,1,0.011754602,0.26070118
coco500/000000001268.jpg,handbag,0.5574,0.248,0.0,1,0.017840281,0.80493474
coco500/000000001268.jpg,cell phone,0.4142,0.2382,0.0,1,0.012985975,0.3243106
coco500/000000001268.jpg,backpack,0.3954,0.2202,0.0,1,-0.0051207095,0.096579365
coco500/000000001296.jpg,person,0.8321,0.1777,1.0,1,-0.017105147,0.1284085
coco500/000000001296.jpg,cell phone,0.5131,0.1831,0.0,1,-0.013547733,0.03454111
coco500/000000001296.jpg,person,0.4563,0.1625,0.0,1,-0.036742553,0.018156543
coco500/000000001296.jpg,cell phone,0.4294,0.1997,0.0,1,-0.022610158,0.041016445
coco500/000000001296.jpg,person,0.3157,0.2003,1.0,1,-0.008345842,0.034868527
coco500/000000001353.jpg,person,0.5836,0.1927,0.0,1,-0.007866263,0.100469366
coco500/000000001353.jpg,person,0.5599,0.1703,0.0,1,-0.01590325,0.037049633
coco500/000000001353.jpg,person,0.4436,0.1798,0.0,1,-0.0048681498,0.061826553
coco500/000000001353.jpg,person,0.441,0.1769,0.0,1,-0.0151717365,0.03774455
coco500/000000001353.jpg,person,0.44,0.1664,0.0,1,-0.011682078,0.054691337
coco500/000000001353.jpg,person,0.3369,0.21,0.0,1,0.0017528534,0.09162681
coco500/000000001353.jpg,person,0.3216,0.1954,0.0,1,0.006725341,0.12607658
coco500/000000001425.jpg,sandwich,0.6981,0.2335,0.0,1,-0.000580132,0.31078434
coco500/000000001425.jpg,bowl,0.5039,0.2419,1.0,1,-0.008088335,0.15391314
coco500/000000001425.jpg,dining table,0.3711,0.16,1.0,0,-0.08947034,9.924066e-05
coco500/000000001490.jpg,person,0.8431,0.1991,0.0,1,0.0062488616,0.21285465
coco500/000000001503.jpg,mouse,0.8763,0.2085,0.0,1,-0.014013499,0.07568978
coco500/000000001503.jpg,keyboard,0.831,0.2795,0.0,1,0.053702384,0.99007773
coco500/000000001503.jpg,laptop,0.7892,0.2722,1.0,1,0.043859273,0.96386623
coco500/000000001503.jpg,tv,0.4197,0.2312,0.0,1,-0.005126998,0.24656
coco500/000000001503.jpg,cell phone,0.3839,0.1707,0.0,0,-0.02033782,0.011431388
coco500/000000001503.jpg,person,0.3222,0.1981,1.0,0,-0.020261526,0.02766289
coco500/000000001503.jpg,keyboard,0.3139,0.2158,1.0,1,-0.039657325,0.01750641
coco500/000000001532.jpg,car,0.7622,0.2494,0.0,1,0.030407667,0.88369405
coco500/000000001532.jpg,car,0.759,0.1815,1.0,1,0.010307908,0.2811737
coco500/000000001532.jpg,truck,0.5774,0.2122,0.0,1,0.0029753745,0.40254393
coco500/000000001532.jpg,car,0.554,0.2424,1.0,1,0.026634842,0.6446475
coco500/000000001532.jpg,car,0.5259,0.2485,0.0,1,0.006747097,0.44993055
coco500/000000001532.jpg,car,0.514,0.1691,0.0,1,-0.021774873,0.009026976
coco500/000000001532.jpg,car,0.5043,0.2137,0.0,1,-0.00043734908,0.04590016
coco500/000000001532.jpg,truck,0.4424,0.2395,0.0,1,-0.007083446,0.090502575
coco500/000000001532.jpg,car,0.3125,0.1755,0.0,1,-0.020595908,0.013258089
coco500/000000001584.jpg,bus,0.8886,0.2361,0.0,1,0.058880642,0.9805838
coco500/000000001584.jpg,person,0.7706,0.2335,0.0,1,0.027182743,0.6266109
coco500/000000001584.jpg,bus,0.7307,0.2505,0.0,1,0.038200527,0.9119629
coco500/000000001584.jpg,person,0.7086,0.2024,0.0,1,-0.0027900934,0.15046155
coco500/000000001584.jpg,person,0.6705,0.2064,0.0,1,0.007697493,0.12660772
coco500/000000001584.jpg,person,0.6666,0.2195,0.0,1,0.0013160408,0.15218225
coco500/000000001584.jpg,bus,0.6302,0.2031,1.0,1,-0.022650316,0.01625912
coco500/000000001584.jpg,person,0.626,0.1869,0.0,1,-3.8415194e-05,0.28684852
coco500/000000001584.jpg,person,0.3908,0.201,0.0,1,-0.0032022,0.068837896
coco500/000000001584.jpg,car,0.3767,0.2053,0.0,0,-0.0058938414,0.048007805
coco500/000000001584.jpg,handbag,0.351,0.1921,0.0,0,-0.01308243,0.014923085
coco500/000000001584.jpg,person,0.3473,0.1617,0.0,1,-0.015437022,0.020396022
coco500/000000001584.jpg,person,0.3346,0.1902,0.0,1,-0.009678796,0.037216593
coco500/000000001584.jpg,person,0.3307,0.2047,0.0,1,-0.0023519248,0.049137823
coco500/000000001584.jpg,tie,0.3199,0.1566,0.0,0,-0.033777967,0.005546448
coco500/000000001675.jpg,cat,0.5889,0.2278,1.0,1,0.052005857,0.9490896
coco500/000000001675.jpg,laptop,0.4099,0.2549,1.0,0,-0.009520471,0.27181512
coco500/000000001675.jpg,keyboard,0.3125,0.2776,0.0,1,0.047038287,0.9881711
coco500/000000001993.jpg,bed,0.8193,0.2485,0.0,1,0.0156997,0.813342
coco500/000000001993.jpg,chair,0.8114,0.261,0.0,1,0.01572293,0.7452649
coco500/000000001993.jpg,dining table,0.5978,0.2642,1.0,1,0.021367073,0.8431047
coco500/000000001993.jpg,chair,0.3457,0.2,1.0,1,-0.010898426,0.022166735
coco500/000000002006.jpg,bus,0.9045,0.2081,0.0,1,0.062919185,0.9921848
coco500/000000002006.jpg,person,0.8907,0.2123,0.0,1,0.015303716,0.3121136
coco500/000000002006.jpg,person,0.8356,0.184,0.0,1,-0.022750169,0.038629197
coco500/000000002006.jpg,person,0.4825,0.1963,0.0,1,0.011789247,0.30355877
coco500/000000002006.jpg,tie,0.4601,0.1683,0.0,1,-0.02361536,0.012162269
coco500/000000002006.jpg,tie,0.3118,0.2013,0.0,1,0.004360348,0.10360163
coco500/000000002006.jpg,tie,0.3077,0.2137,0.0,1,0.024943784,0.6578241
coco500/000000002149.jpg,apple,0.6861,0.2568,0.0,1,0.043280184,0.9746342
coco500/000000002149.jpg,apple,0.6789,0.2566,0.0,1,0.042244792,0.97648776
coco500/000000002149.jpg,apple,0.6401,0.261,1.0,1,0.028670654,0.8952133
coco500/000000002149.jpg,apple,0.56,0.2581,1.0,1,0.02263987,0.82687956
coco500/000000002149.jpg,bowl,0.5357,0.1604,1.0,1,-0.071862176,0.0007242256
coco500/000000002149.jpg,apple,0.5142,0.2617,0.0,1,0.042068183,0.92359275
coco500/000000002149.jpg,apple,0.5062,0.2781,0.0,1,0.046807915,0.9810712
coco500/000000002149.jpg,apple,0.4983,0.2544,0.0,1,0.023658767,0.8110187
coco500/000000002153.jpg,person,0.7792,0.1864,0.0,1,-0.03431888,0.028184313
coco500/000000002153.jpg,person,0.7407,0.192,1.0,1,-0.015761405,0.07760972
coco500/000000002153.jpg,person,0.717,0.1704,0.0,1,-0.046300754,0.007823632
coco500/000000002153.jpg,person,0.6666,0.1677,0.0,1,-0.028844967,0.04707707
coco500/000000002153.jpg,sports ball,0.4604,0.1652,0.0,0,-0.01963453,0.019559069
coco500/000000002157.jpg,wine glass,0.7337,0.2766,0.0,1,0.053213477,0.9836795
coco500/000000002157.jpg,wine glass,0.7257,0.2815,0.0,1,0.060517445,0.9935256
coco500/000000002157.jpg,cake,0.7216,0.2427,0.0,1,0.068924055,0.9970861
coco500/000000002157.jpg,wine glass,0.6476,0.2245,0.0,1,-0.0043939054,0.24621269
coco500/000000002157.jpg,wine glass,0.6293,0.2693,0.0,1,0.06275028,0.9943997
coco500/000000002157.jpg,dining table,0.5811,0.1589,1.0,1,-0.05408366,0.004082039
coco500/000000002157.jpg,knife,0.4903,0.226,0.0,1,0.024230674,0.7870472
coco500/000000002157.jpg,wine glass,0.4682,0.1697,0.0,1,-0.042197794,0.002003279
coco500/000000002157.jpg,wine glass,0.4635,0.2761,1.0,1,0.02434346,0.89721996
coco500/000000002157.jpg,cup,0.4394,0.2289,0.0,1,0.012375742,0.44645852
coco500/000000002157.jpg,wine glass,0.4344,0.2773,0.0,1,0.056454748,0.99106956
coco500/000000002157.jpg,knife,0.4089,0.2167,0.0,1,-0.028624088,0.038233534
coco500/000000002157.jpg,wine glass,0.3993,0.2891,0.0,1,0.054667264,0.9891039
coco500/000000002157.jpg,car,0.3784,0.1656,0.0,0,-0.05513671,0.0011939408
coco500/000000002157.jpg,wine glass,0.3755,0.2822,0.0,1,0.05148168,0.98414755
coco500/000000002157.jpg,knife,0.3726,0.2192,0.0,1,-0.012512967,0.13249287
coco500/000000002157.jpg,wine glass,0.3707,0.2438,1.0,1,-0.015832335,0.12121444
coco500/000000002157.jpg,cup,0.3337,0.1812,0.0,1,-0.02118808,0.021167032
coco500/000000002157.jpg,wine glass,0.3088,0.2844,0.0,1,0.055047482,0.9914692
coco500/000000002261.jpg,person,0.701,0.2051,0.0,1,0.0017383695,0.28588957
coco500/000000002431.jpg,wine glass,0.8543,0.2766,1.0,1,0.063835934,0.99601704
coco500/000000002431.jpg,spoon,0.718,0.2805,0.0,1,0.01854667,0.78679496
coco500/000000002431.jpg,cup,0.7134,0.2678,1.0,1,0.029701754,0.7591835
coco500/000000002431.jpg,knife,0.6865,0.2419,0.0,1,0.008844018,0.48137626
coco500/000000002431.jpg,bowl,0.5272,0.2484,0.0,0,0.004157394,0.37702844
coco500/000000002431.jpg,dining table,0.5051,0.1885,1.0,1,-0.0019433796,0.16398826
coco500/000000002431.jpg,bowl,0.3656,0.2054,0.0,0,-0.03064838,0.012898513
coco500/000000002431.jpg,dining table,0.3435,0.1891,1.0,1,-0.019248366,0.03310318
coco500/000000002431.jpg,person,0.3277,0.1898,1.0,1,-0.021680295,0.014968548
coco500/000000002473.jpg,person,0.8324,0.1833,0.0,1,0.016507313,0.44364357
coco500/000000002473.jpg,person,0.8196,0.2026,0.0,1,0.011375189,0.4463273
coco500/000000002473.jpg,person,0.7788,0.1973,0.0,1,0.0016404241,0.3701435
coco500/000000002473.jpg,person,0.6921,0.1713,0.0,1,0.0149333775,0.39480135
coco500/000000002473.jpg,person,0.3243,0.2108,0.0,1,-0.016230896,0.018824017
coco500/000000002532.jpg,person,0.887,0.2057,0.0,1,0.0100700855,0.6092668
coco500/000000002587.jpg,donut,0.6893,0.2727,0.0,1,0.07258019,0.998019
coco500/000000002587.jpg,banana,0.6774,0.243,0.0,1,0.007565886,0.65121186
coco500/000000002592.jpg,knife,0.8874,0.2688,0.0,1,0.028091162,0.83736575
coco500/000000002592.jpg,cup,0.7974,0.2239,0.0,1,0.07263671,0.9955434
coco500/000000002685.jpg,person,0.8273,0.1971,0.0,1,0.0072629303,0.17043896
coco500/000000002685.jpg,person,0.7892,0.1707,0.0,1,0.0024079978,0.23627004
coco500/000000002685.jpg,person,0.7631,0.1882,0.0,1,0.015162796,0.2701355
coco500/000000002685.jpg,person,0.7347,0.1984,0.0,1,0.0016329288,0.12791017
coco500/000000002685.jpg,person,0.6079,0.1792,0.0,1,0.0037485212,0.13488637
coco500/000000002685.jpg,person,0.5751,0.1947,0.0,1,0.01385954,0.2975751
coco500/000000002685.jpg,bottle,0.4866,0.2062,0.0,1,-0.010448217,0.22497393
coco500/000000002685.jpg,bottle,0.4734,0.2281,0.0,1,0.005325854,0.5430553
coco500/000000002685.jpg,bottle,0.4178,0.1998,0.0,1,-0.01232256,0.017716499
coco500/000000002685.jpg,wine glass,0.4037,0.187,0.0,1,-0.0263713,0.009514341
coco500/000000002685.jpg,wine glass,0.4009,0.2219,0.0,1,-0.0057070255,0.034898702
coco500/000000002685.jpg,cup,0.3991,0.2384,0.0,1,-0.029732913,0.0450265
coco500/000000002685.jpg,bottle,0.3883,0.222,0.0,1,0.0019028485,0.45901382
coco500/000000002685.jpg,bottle,0.3674,0.1968,0.0,1,-0.030581355,0.020266293
coco500/000000002685.jpg,bottle,0.3528,0.194,0.0,1,-0.020210862,0.008765984
coco500/000000002685.jpg,backpack,0.3492,0.192,0.0,0,-0.021952808,0.0094952695
coco500/000000002685.jpg,bottle,0.3273,0.166,0.0,1,-0.03465812,0.0074819536
coco500/000000002685.jpg,bottle,0.3209,0.1929,0.0,1,-0.019731566,0.014379735
coco500/000000002685.jpg,bottle,0.3136,0.1976,0.0,1,-0.009346813,0.24884473
coco500/000000002685.jpg,bottle,0.3078,0.209,0.0,1,-0.01135546,0.053576853
coco500/000000002685.jpg,bottle,0.3057,0.2065,0.0,1,-0.009078503,0.21614169
coco500/000000002685.jpg,bottle,0.3045,0.2222,0.0,1,-0.0051616877,0.3445761
coco500/000000002685.jpg,bottle,0.3037,0.2253,0.0,1,-0.006903261,0.30909413
coco500/000000002923.jpg,bird,0.8036,0.1716,0.0,1,-0.026903227,0.028974771
coco500/000000002923.jpg,bird,0.79,0.1812,0.0,1,-0.024464771,0.033834774
coco500/000000002923.jpg,bird,0.4327,0.176,0.0,1,-0.030670613,0.014884589
coco500/000000003156.jpg,person,0.8891,0.1855,1.0,1,0.02432327,0.61853063
coco500/000000003156.jpg,sink,0.5054,0.177,1.0,1,-0.031552315,0.003853763
coco500/000000003156.jpg,toilet,0.4744,0.2323,1.0,1,0.031747296,0.89882684
coco500/000000003255.jpg,person,0.8275,0.2069,0.0,1,-0.015282363,0.038947076
coco500/000000003255.jpg,person,0.8027,0.2064,0.0,1,-0.010387957,0.11454846
coco500/000000003255.jpg,person,0.7725,0.2017,0.0,1,-0.00029318035,0.04811112
coco500/000000003255.jpg,person,0.6781,0.1993,0.0,1,0.0024021715,0.059498724
coco500/000000003255.jpg,backpack,0.5732,0.1906,0.0,1,0.00019590557,0.07928761
coco500/000000003255.jpg,person,0.4434,0.1969,0.0,1,0.004300624,0.072387986
coco500/000000003255.jpg,person,0.3649,0.2002,0.0,1,-0.009805724,0.053952962
coco500/000000003255.jpg,backpack,0.3192,0.1857,0.0,1,-0.008520156,0.02250247
coco500/000000003501.jpg,bowl,0.5408,0.1832,0.0,1,-0.030237213,0.037498422
coco500/000000003501.jpg,broccoli,0.5017,0.2881,0.0,1,0.09344569,0.9992619
coco500/000000003501.jpg,car,0.4093,0.1893,0.0,0,-0.038343042,0.005466547
coco500/000000003501.jpg,car,0.3886,0.1737,0.0,0,-0.07021171,0.00056911184
coco500/000000003501.jpg,broccoli,0.3751,0.2605,0.0,1,0.07115126,0.9953343
coco500/000000003501.jpg,broccoli,0.3282,0.2795,0.0,1,0.09052932,0.9984835
coco500/000000003501.jpg,broccoli,0.3105,0.2712,0.0,1,0.07119429,0.99697256
coco500/000000003553.jpg,person,0.6207,0.1807,1.0,1,-0.014665306,0.04079899
coco500/000000003553.jpg,bench,0.3248,0.1721,1.0,0,-0.025217205,0.016453566
coco500/000000003661.jpg,cup,0.6376,0.1759,1.0,1,-0.052281454,0.0017769815
coco500/000000003661.jpg,keyboard,0.6132,0.1729,1.0,1,-0.07917866,0.00022519847
coco500/000000003661.jpg,tv,0.5111,0.2059,1.0,0,-0.04694289,0.0031703564
coco500/000000003661.jpg,banana,0.4996,0.2727,0.0,1,0.056036845,0.97620654
coco500/000000003661.jpg,banana,0.4108,0.2637,1.0,1,0.05798441,0.989218
coco500/000000003661.jpg,dining table,0.3493,0.1818,1.0,0,-0.059125483,0.0011803436
coco500/000000003845.jpg,cup,0.7737,0.2563,1.0,1,-0.0046070814,0.2547442
coco500/000000003845.jpg,broccoli,0.7272,0.2627,0.0,1,0.047158197,0.9627629
coco500/000000003845.jpg,broccoli,0.696,0.2686,0.0,1,0.065430075,0.99244314
coco500/000000003845.jpg,dining table,0.6488,0.1669,1.0,1,-0.020072028,0.04883619
coco500/000000003845.jpg,car,0.5908,0.1685,0.0,0,-0.07126038,0.0005601953
coco500/000000003845.jpg,car,0.546,0.1708,0.0,0,-0.08087501,0.00022557858
coco500/000000003845.jpg,car,0.5357,0.1669,0.0,0,-0.07405184,0.00036744442
coco500/000000003845.jpg,chair,0.527,0.2062,1.0,0,-0.00739336,0.038532253
coco500/000000003845.jpg,car,0.508,0.1764,0.0,0,-0.075124204,0.00029618287
coco500/000000003845.jpg,broccoli,0.4795,0.2107,0.0,1,-0.0018442273,0.13050032
coco500/000000003845.jpg,car,0.4437,0.1813,0.0,0,-0.03997962,0.0033990848
coco500/000000003845.jpg,spoon,0.3515,0.2208,0.0,1,-0.025662288,0.0437406
coco500/000000003845.jpg,fork,0.3383,0.2073,0.0,1,-0.02278912,0.022266326
coco500/000000003934.jpg,person,0.8447,0.2151,0.0,1,-0.006143868,0.044893853
coco500/000000003934.jpg,person,0.8336,0.1919,0.0,1,0.0037130117,0.12339169
coco500/000000003934.jpg,person,0.807,0.2002,0.0,1,0.016276494,0.28985327
coco500/000000003934.jpg,couch,0.7993,0.1779,1.0,1,-0.028067246,0.008374401
coco500/000000003934.jpg,remote,0.7049,0.2053,0.0,1,-0.024240538,0.024000611
coco500/000000003934.jpg,person,0.6323,0.2013,0.0,1,0.017029554,0.3721685
coco500/000000003934.jpg,person,0.5961,0.2152,0.0,1,0.019404382,0.2730322
coco500/000000003934.jpg,wine glass,0.5936,0.2435,0.0,1,0.0010912716,0.39374587
coco500/000000003934.jpg,person,0.5447,0.1975,0.0,1,-0.0033608526,0.08853733
coco500/000000003934.jpg,remote,0.4645,0.2029,0.0,1,-0.00406605,0.04023319
coco500/000000003934.jpg,person,0.4627,0.1946,0.0,1,0.016845077,0.30360398
coco500/000000003934.jpg,dining table,0.3625,0.1981,1.0,0,-0.04267797,0.008828994
coco500/000000003934.jpg,cup,0.352,0.2275,0.0,1,0.004030943,0.32019272
coco500/000000003934.jpg,bottle,0.3234,0.2072,0.0,0,0.0007299632,0.053978708
coco500/000000003934.jpg,person,0.3163,0.1859,1.0,1,-0.017182514,0.015735036
coco500/000000003934.jpg,wine glass,0.3122,0.1438,1.0,1,-0.03988728,0.0027447944
coco500/000000004134.jpg,tie,0.878,0.27,0.0,1,0.041590586,0.9112261
coco500/000000004134.jpg,person,0.8743,0.1726,1.0,1,0.0014544576,0.22665124
coco500/000000004134.jpg,person,0.8685,0.1746,0.0,1,0.0017943978,0.28142327
coco500/000000004134.jpg,person,0.7167,0.2094,0.0,1,0.009987369,0.27164447
coco500/000000004134.jpg,person,0.7157,0.1796,0.0,1,0.024654746,0.61209875
coco500/000000004134.jpg,person,0.7063,0.2211,0.0,1,0.005438894,0.20052874
coco500/000000004134.jpg,wine glass,0.7061,0.2323,0.0,1,0.006080702,0.36180186
coco500/000000004134.jpg,person,0.6967,0.2087,0.0,1,0.017439514,0.33913183
coco500/000000004134.jpg,wine glass,0.6136,0.176,0.0,1,-0.033688948,0.0069549824
coco500/000000004134.jpg,person,0.6118,0.179,0.0,1,-0.029478118,0.033237007
coco500/000000004134.jpg,person,0.5724,0.2161,0.0,1,0.002266258,0.07226643
coco500/000000004134.jpg,wine glass,0.5632,0.2227,0.0,1,0.001626879,0.1898699
coco500/000000004134.jpg,dining table,0.5339,0.2329,0.0,1,0.029887632,0.6780025
coco500/000000004134.jpg,dining table,0.5145,0.1639,0.0,1,-0.035308674,0.002217804
coco500/000000004134.jpg,person,0.5118,0.1949,0.0,1,0.016262323,0.35434806
coco500/000000004134.jpg,person,0.4977,0.2019,0.0,1,0.0022587627,0.05502837
coco500/000000004134.jpg,tie,0.4882,0.2261,0.0,1,0.013183087,0.26009545
coco500/000000004134.jpg,chair,0.4759,0.2012,0.0,1,-0.01275824,0.033104166
coco500/000000004134.jpg,dining table,0.469,0.1753,1.0,1,-0.05458787,0.0012645579
coco500/000000004134.jpg,person,0.4658,0.1975,0.0,1,-0.0064475387,0.10202858
coco500/000000004134.jpg,dining table,0.4473,0.1863,1.0,1,-0.03329356,0.00237922
coco500/000000004134.jpg,person,0.4337,0.2096,1.0,1,-0.0054092705,0.062851466
coco500/000000004134.jpg,chair,0.4132,0.1914,0.0,1,-0.04355225,0.008718821
coco500/000000004134.jpg,person,0.403,0.2086,0.0,1,0.0012935996,0.093952976
coco500/000000004134.jpg,spoon,0.3785,0.1881,0.0,0,-0.018569887,0.034523863
coco500/000000004134.jpg,person,0.3749,0.2101,0.0,1,-0.006404221,0.037273224
coco500/000000004134.jpg,wine glass,0.3691,0.1635,0.0,1,-0.02833885,0.0062277224
coco500/000000004134.jpg,tie,0.3674,0.2415,0.0,1,0.027740896,0.65519744
coco500/000000004134.jpg,wine glass,0.3521,0.193,0.0,1,-0.017251864,0.012057648
coco500/000000004134.jpg,cup,0.3483,0.214,0.0,0,-0.010155991,0.09145387
coco500/000000004134.jpg,spoon,0.3313,0.1879,0.0,0,-0.011756465,0.016759537
coco500/000000004134.jpg,laptop,0.3254,0.1884,0.0,0,-0.017878309,0.02490349
coco500/000000004134.jpg,tie,0.3218,0.2053,0.0,1,-0.008458182,0.04371429
coco500/000000004134.jpg,tie,0.3206,0.2133,0.0,1,0.0046409965,0.26246542
coco500/000000004134.jpg,person,0.3182,0.2087,0.0,1,0.016824722,0.29438645
coco500/000000004134.jpg,dining table,0.3162,0.1813,0.0,1,-0.058874205,0.0011052741
coco500/000000004134.jpg,person,0.3073,0.2013,1.0,1,0.006380111,0.11788007
coco500/000000004395.jpg,tie,0.9381,0.321,0.0,1,0.09403139,0.9996464
